Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;MaxConfidence;Distance;DistRemaining;TotalDistance;BallWasHit;InputNumber;BCIThresholdBuffer
Resting;2024-05-13 10:49:43.9989;41211;21894f83ef2dc721eca39c08f33d0687;anonymous;NULL;0.4786;0.8513;50.0000;0.0000;50.0000;TRUE;NULL;NULL
Resting;2024-05-13 10:49:58.0070;44440;21894f83ef2dc721eca39c08f33d0687;anonymous;NULL;0.8284;0.8513;28.7175;21.2825;50.0000;FALSE;NULL;NULL
MotorImagery;2024-05-13 10:50:08.2357;46826;21894f83ef2dc721eca39c08f33d0687;anonymous;ReceivingData;0.8003;NULL;NULL;NULL;NULL;NULL;6;(0.759 0.781 0.784 0.800 0.705 0.726 0.734 0.745 )
SuccessfulHit;2024-05-13 10:50:08.2357;46826;21894f83ef2dc721eca39c08f33d0687;anonymous;NULL;0.7843;0.7843;NULL;NULL;NULL;FALSE;NULL;NULL
MotorImagery;2024-05-13 10:50:09.3670;47084;21894f83ef2dc721eca39c08f33d0687;anonymous;ReceivingData;0.8914;NULL;NULL;NULL;NULL;NULL;7;(0.876 0.867 0.874 0.891 0.797 0.803 0.832 0.837 )
SuccessfulHit;2024-05-13 10:50:09.3670;47084;21894f83ef2dc721eca39c08f33d0687;anonymous;NULL;0.8735;0.8755;NULL;NULL;NULL;FALSE;NULL;NULL
Resting;2024-05-13 10:50:12.0643;47715;21894f83ef2dc721eca39c08f33d0687;anonymous;NULL;0.8884;0.9069;28.7175;21.2825;50.0000;TRUE;NULL;NULL
Resting;2024-05-13 10:50:26.0746;50927;21894f83ef2dc721eca39c08f33d0687;anonymous;NULL;0.2795;0.7018;6.0450;43.9550;50.0000;FALSE;NULL;NULL
MotorImagery;2024-05-13 10:50:37.9380;53724;21894f83ef2dc721eca39c08f33d0687;anonymous;ReceivingData;0.8229;NULL;NULL;NULL;NULL;NULL;8;(0.844 0.828 0.823 0.713 0.796 0.833 0.843 0.851 )
SuccessfulHit;2024-05-13 10:50:37.9390;53724;21894f83ef2dc721eca39c08f33d0687;anonymous;NULL;0.8284;0.8513;NULL;NULL;NULL;FALSE;NULL;NULL
Resting;2024-05-13 10:50:40.1351;54243;21894f83ef2dc721eca39c08f33d0687;anonymous;NULL;0.3053;0.8513;6.0450;43.9550;50.0000;TRUE;NULL;NULL
GameStopped;2024-05-13 10:50:50.4730;56651;21894f83ef2dc721eca39c08f33d0687;anonymous;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
