Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;MaxConfidence;Distance;DistRemaining;TotalDistance;BallWasHit;InputNumber;BCIThresholdBuffer
SuccessfulHit;2024-05-13 12:30:25.1327;35919;174b168c7fe9106eb28074645d7bac68;anonymous;NULL;0.8284;0.8513;NULL;NULL;NULL;FALSE;NULL;NULL
Resting;2024-05-13 12:30:27.5331;36472;174b168c7fe9106eb28074645d7bac68;anonymous;NULL;0.8430;0.8513;50.0000;0.0000;50.0000;TRUE;NULL;NULL
MotorImagery;2024-05-13 12:30:27.9853;36570;174b168c7fe9106eb28074645d7bac68;anonymous;ReceivingData;0.8229;NULL;NULL;NULL;NULL;NULL;14;(0.796 0.833 0.843 0.851 0.844 0.828 0.823 0.713 )
MotorImagery;2024-05-13 12:30:38.5136;38972;174b168c7fe9106eb28074645d7bac68;anonymous;ReceivingData;0.7324;NULL;NULL;NULL;NULL;NULL;15;(0.713 0.739 0.786 0.791 0.752 0.750 0.723 0.732 )
SuccessfulHit;2024-05-13 12:30:38.5136;38972;174b168c7fe9106eb28074645d7bac68;anonymous;NULL;0.7228;0.7908;NULL;NULL;NULL;TRUE;NULL;NULL
MotorImagery;2024-05-13 12:30:39.6458;39231;174b168c7fe9106eb28074645d7bac68;anonymous;ReceivingData;0.7722;NULL;NULL;NULL;NULL;NULL;16;(0.755 0.784 0.788 0.789 0.795 0.796 0.766 0.772 )
SuccessfulHit;2024-05-13 12:30:39.6458;39231;174b168c7fe9106eb28074645d7bac68;anonymous;NULL;0.7659;0.7956;NULL;NULL;NULL;TRUE;NULL;NULL
Resting;2024-05-13 12:30:41.5939;39685;174b168c7fe9106eb28074645d7bac68;anonymous;NULL;0.8265;0.8265;28.7175;21.2825;50.0000;TRUE;NULL;NULL
MotorImagery;2024-05-13 12:30:41.6455;39696;174b168c7fe9106eb28074645d7bac68;anonymous;ReceivingData;0.8289;NULL;NULL;NULL;NULL;NULL;17;(0.825 0.820 0.804 0.819 0.827 0.829 0.724 0.754 )
MotorImagery;2024-05-13 12:30:52.0504;42091;174b168c7fe9106eb28074645d7bac68;anonymous;ReceivingData;0.8003;NULL;NULL;NULL;NULL;NULL;18;(0.759 0.781 0.784 0.800 0.705 0.726 0.734 0.745 )
SuccessfulHit;2024-05-13 12:30:52.0513;42091;174b168c7fe9106eb28074645d7bac68;anonymous;NULL;0.7843;0.7843;NULL;NULL;NULL;TRUE;NULL;NULL
MotorImagery;2024-05-13 12:30:53.1900;42342;174b168c7fe9106eb28074645d7bac68;anonymous;ReceivingData;0.8914;NULL;NULL;NULL;NULL;NULL;19;(0.876 0.867 0.874 0.891 0.797 0.803 0.832 0.837 )
SuccessfulHit;2024-05-13 12:30:53.1910;42342;174b168c7fe9106eb28074645d7bac68;anonymous;NULL;0.8735;0.8755;NULL;NULL;NULL;TRUE;NULL;NULL
MotorImagery;2024-05-13 12:30:54.3303;42602;174b168c7fe9106eb28074645d7bac68;anonymous;ReceivingData;0.8595;NULL;NULL;NULL;NULL;NULL;20;(0.888 0.886 0.884 0.860 0.903 0.897 0.907 0.892 )
SuccessfulHit;2024-05-13 12:30:54.3303;42602;174b168c7fe9106eb28074645d7bac68;anonymous;NULL;0.8841;0.9069;NULL;NULL;NULL;TRUE;NULL;NULL
Resting;2024-05-13 12:30:55.6585;42906;174b168c7fe9106eb28074645d7bac68;anonymous;NULL;0.4440;0.9069;8.0550;41.9450;50.0000;TRUE;NULL;NULL
GameStopped;2024-05-13 12:31:03.0902;44610;174b168c7fe9106eb28074645d7bac68;anonymous;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
