Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;MaxConfidence;Distance;DistRemaining;TotalDistance;BallWasHit;InputNumber;BCIThresholdBuffer
MotorImagery;2024-05-13 10:06:02.3198;29743;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;ReceivingData;0.7324;NULL;NULL;NULL;NULL;NULL;4;(0.713 0.739 0.786 0.791 0.752 0.750 0.723 0.732 )
SuccessfulHit;2024-05-13 10:06:02.3198;29743;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;NULL;0.7228;0.7908;NULL;NULL;NULL;TRUE;NULL;NULL
MotorImagery;2024-05-13 10:06:03.4566;30004;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;ReceivingData;0.7722;NULL;NULL;NULL;NULL;NULL;5;(0.755 0.784 0.788 0.789 0.795 0.796 0.766 0.772 )
SuccessfulHit;2024-05-13 10:06:03.4569;30004;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;NULL;0.7659;0.7956;NULL;NULL;NULL;TRUE;NULL;NULL
Resting;2024-05-13 10:06:05.4630;30458;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;NULL;0.8265;0.8265;27.3275;22.6725;50.0000;TRUE;NULL;NULL
MotorImagery;2024-05-13 10:06:16.9187;33081;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;ReceivingData;0.7324;NULL;NULL;NULL;NULL;NULL;6;(0.713 0.739 0.786 0.791 0.752 0.750 0.723 0.732 )
SuccessfulHit;2024-05-13 10:06:16.9194;33081;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;NULL;0.7228;0.7908;NULL;NULL;NULL;TRUE;NULL;NULL
MotorImagery;2024-05-13 10:06:18.0578;33341;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;ReceivingData;0.7722;NULL;NULL;NULL;NULL;NULL;7;(0.755 0.784 0.788 0.789 0.795 0.796 0.766 0.772 )
SuccessfulHit;2024-05-13 10:06:18.0578;33341;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;NULL;0.7659;0.7956;NULL;NULL;NULL;TRUE;NULL;NULL
Resting;2024-05-13 10:06:19.5274;33674;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;NULL;0.8196;0.8245;6.6650;43.3350;50.0000;TRUE;NULL;NULL
MotorImagery;2024-05-13 10:06:30.1291;36125;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;ReceivingData;0.9186;NULL;NULL;NULL;NULL;NULL;8;(0.868 0.885 0.907 0.926 0.919 0.708 0.721 0.805 )
SuccessfulHit;2024-05-13 10:06:30.1291;36125;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;NULL;0.9258;0.9258;NULL;NULL;NULL;FALSE;NULL;NULL
MotorImagery;2024-05-13 10:06:31.2724;36383;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;ReceivingData;0.9153;NULL;NULL;NULL;NULL;NULL;9;(0.929 0.923 0.917 0.919 0.915 0.932 0.941 0.936 )
SuccessfulHit;2024-05-13 10:06:31.2724;36383;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;NULL;0.9189;0.9407;NULL;NULL;NULL;FALSE;NULL;NULL
Resting;2024-05-13 10:06:33.5869;36918;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;NULL;0.8312;0.9407;50.0000;0.0000;50.0000;TRUE;NULL;NULL
MotorImagery;2024-05-13 10:06:43.8531;39253;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;ReceivingData;0.8003;NULL;NULL;NULL;NULL;NULL;10;(0.759 0.781 0.784 0.800 0.705 0.726 0.734 0.745 )
SuccessfulHit;2024-05-13 10:06:43.8535;39253;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;NULL;0.7843;0.7843;NULL;NULL;NULL;TRUE;NULL;NULL
MotorImagery;2024-05-13 10:06:44.9972;39512;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;ReceivingData;0.8914;NULL;NULL;NULL;NULL;NULL;11;(0.876 0.867 0.874 0.891 0.797 0.803 0.832 0.837 )
SuccessfulHit;2024-05-13 10:06:44.9972;39512;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;NULL;0.8735;0.8755;NULL;NULL;NULL;TRUE;NULL;NULL
MotorImagery;2024-05-13 10:06:46.1488;39769;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;ReceivingData;0.8595;NULL;NULL;NULL;NULL;NULL;12;(0.888 0.886 0.884 0.860 0.903 0.897 0.907 0.892 )
SuccessfulHit;2024-05-13 10:06:46.1499;39769;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;NULL;0.8841;0.9069;NULL;NULL;NULL;TRUE;NULL;NULL
Resting;2024-05-13 10:06:47.6502;40110;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;NULL;0.7791;0.9069;26.4825;23.5175;50.0000;TRUE;NULL;NULL
MotorImagery;2024-05-13 10:07:01.6107;43246;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;ReceivingData;0.8557;NULL;NULL;NULL;NULL;NULL;13;(0.833 0.829 0.856 0.858 0.856 0.736 0.783 0.801 )
SuccessfulHit;2024-05-13 10:07:01.6117;43246;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;NULL;0.8584;0.8584;NULL;NULL;NULL;TRUE;NULL;NULL
Resting;2024-05-13 10:07:01.7078;43268;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;NULL;0.8557;0.8584;3.8100;46.1900;50.0000;TRUE;NULL;NULL
GameStopped;2024-05-13 10:07:13.8054;46052;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
