Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;MaxConfidence;Distance;DistRemaining;TotalDistance;BallWasHit;InputNumber;BCIThresholdBuffer
BCIStateUpdated;2024-05-13 10:03:56.9831;1;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2024-05-13 10:03:57.7433;30;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2024-05-13 10:03:57.7433;30;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Resting;2024-05-13 10:05:35.3559;23563;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;NULL;0.0000;0.0000;50.0000;0.0000;50.0000;FALSE;NULL;NULL
GameStarted;2024-05-13 10:05:35.3610;23563;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2024-05-13 10:05:48.0497;26522;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;ReceivingData;0.8003;NULL;NULL;NULL;NULL;NULL;1;(0.759 0.781 0.784 0.800 0.705 0.726 0.734 0.745 )
SuccessfulHit;2024-05-13 10:05:48.0508;26522;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;NULL;0.7843;0.7843;NULL;NULL;NULL;FALSE;NULL;NULL
MotorImagery;2024-05-13 10:05:49.1953;26781;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;ReceivingData;0.8914;NULL;NULL;NULL;NULL;NULL;2;(0.876 0.867 0.874 0.891 0.797 0.803 0.832 0.837 )
SuccessfulHit;2024-05-13 10:05:49.1964;26781;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;NULL;0.8735;0.8755;NULL;NULL;NULL;FALSE;NULL;NULL
MotorImagery;2024-05-13 10:05:50.3290;27037;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;ReceivingData;0.8595;NULL;NULL;NULL;NULL;NULL;3;(0.888 0.886 0.884 0.860 0.903 0.897 0.907 0.892 )
SuccessfulHit;2024-05-13 10:05:50.3290;27037;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;NULL;0.8841;0.9069;NULL;NULL;NULL;FALSE;NULL;NULL
Resting;2024-05-13 10:05:51.4012;27279;abdb7c3b4e94a2bd8f5188b284d44192;anonymous;NULL;0.7235;0.9069;50.0000;0.0000;50.0000;TRUE;NULL;NULL
