Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;MaxConfidence;Distance;DistRemaining;TotalDistance;BallWasHit;InputNumber;BCIThresholdBuffer
BCIStateUpdated;2024-05-13 11:31:36.9753;1;7d20822455c75e5bb755ca3830fc477f;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2024-05-13 11:31:37.7581;32;7d20822455c75e5bb755ca3830fc477f;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2024-05-13 11:31:37.7581;32;7d20822455c75e5bb755ca3830fc477f;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Resting;2024-05-13 11:32:51.0575;17917;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;0.0000;0.0000;50.0000;0.0000;50.0000;FALSE;NULL;NULL
GameStarted;2024-05-13 11:32:51.0615;17917;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Resting;2024-05-13 11:33:07.0565;21696;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;0.4333;0.5274;50.0000;0.0000;50.0000;FALSE;NULL;NULL
Resting;2024-05-13 11:33:21.0639;24987;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;0.3833;0.3833;50.0000;0.0000;50.0000;FALSE;NULL;NULL
MotorImagery;2024-05-13 11:33:31.3245;27390;7d20822455c75e5bb755ca3830fc477f;anonymous;ReceivingData;0.7324;NULL;NULL;NULL;NULL;NULL;1;(0.713 0.739 0.786 0.791 0.752 0.750 0.723 0.732 )
SuccessfulHit;2024-05-13 11:33:31.3264;27390;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;0.7228;0.7908;NULL;NULL;NULL;FALSE;NULL;NULL
MotorImagery;2024-05-13 11:33:32.4624;27651;7d20822455c75e5bb755ca3830fc477f;anonymous;ReceivingData;0.7722;NULL;NULL;NULL;NULL;NULL;2;(0.755 0.784 0.788 0.789 0.795 0.796 0.766 0.772 )
SuccessfulHit;2024-05-13 11:33:32.4634;27651;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;0.7659;0.7956;NULL;NULL;NULL;FALSE;NULL;NULL
MotorImagery;2024-05-13 11:33:34.4594;28109;7d20822455c75e5bb755ca3830fc477f;anonymous;ReceivingData;0.8289;NULL;NULL;NULL;NULL;NULL;3;(0.825 0.820 0.804 0.819 0.827 0.829 0.724 0.754 )
SuccessfulHit;2024-05-13 11:33:34.4594;28109;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;0.8265;0.8265;NULL;NULL;NULL;FALSE;NULL;NULL
Resting;2024-05-13 11:33:35.1240;28264;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;0.8509;0.8509;50.0000;0.0000;50.0000;TRUE;NULL;NULL
MotorImagery;2024-05-13 11:33:49.0690;31480;7d20822455c75e5bb755ca3830fc477f;anonymous;ReceivingData;0.8557;NULL;NULL;NULL;NULL;NULL;4;(0.833 0.829 0.856 0.858 0.856 0.736 0.783 0.801 )
SuccessfulHit;2024-05-13 11:33:49.0690;31480;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;0.8584;0.8584;NULL;NULL;NULL;TRUE;NULL;NULL
Resting;2024-05-13 11:33:49.1788;31504;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;0.8557;0.8584;28.7275;21.2725;50.0000;TRUE;NULL;NULL
MotorImagery;2024-05-13 11:33:59.7332;33867;7d20822455c75e5bb755ca3830fc477f;anonymous;ReceivingData;0.9186;NULL;NULL;NULL;NULL;NULL;5;(0.868 0.885 0.907 0.926 0.919 0.708 0.721 0.805 )
SuccessfulHit;2024-05-13 11:33:59.7332;33867;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;0.9258;0.9258;NULL;NULL;NULL;TRUE;NULL;NULL
MotorImagery;2024-05-13 11:34:00.8690;34125;7d20822455c75e5bb755ca3830fc477f;anonymous;ReceivingData;0.9153;NULL;NULL;NULL;NULL;NULL;6;(0.929 0.923 0.917 0.919 0.915 0.932 0.941 0.936 )
SuccessfulHit;2024-05-13 11:34:00.8700;34125;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;0.9189;0.9407;NULL;NULL;NULL;TRUE;NULL;NULL
MotorImagery;2024-05-13 11:34:02.0074;34385;7d20822455c75e5bb755ca3830fc477f;anonymous;ReceivingData;0.7721;NULL;NULL;NULL;NULL;NULL;7;(0.865 0.831 0.788 0.781 0.772 0.900 0.900 0.885 )
SuccessfulHit;2024-05-13 11:34:02.0084;34385;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;0.7805;0.9407;NULL;NULL;NULL;TRUE;NULL;NULL
