Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;MaxConfidence;Distance;DistRemaining;TotalDistance;BallWasHit;InputNumber;BCIThresholdBuffer
MotorImagery;2024-05-13 11:34:03.1385;34643;7d20822455c75e5bb755ca3830fc477f;anonymous;ReceivingData;0.8284;NULL;NULL;NULL;NULL;NULL;8;(0.786 0.818 0.823 0.841 0.828 0.767 0.763 0.733 )
SuccessfulHit;2024-05-13 11:34:03.1395;34643;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;0.8407;0.9407;NULL;NULL;NULL;TRUE;NULL;NULL
Resting;2024-05-13 11:34:03.2385;34666;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;0.8284;0.9407;7.2675;42.7325;50.0000;TRUE;NULL;NULL
MotorImagery;2024-05-13 11:34:17.2016;37885;7d20822455c75e5bb755ca3830fc477f;anonymous;ReceivingData;0.8557;NULL;NULL;NULL;NULL;NULL;9;(0.833 0.829 0.856 0.858 0.856 0.736 0.783 0.801 )
SuccessfulHit;2024-05-13 11:34:17.2016;37885;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;0.8584;0.8584;NULL;NULL;NULL;FALSE;NULL;NULL
Resting;2024-05-13 11:34:17.2974;37907;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;0.8557;0.8584;50.0000;0.0000;50.0000;TRUE;NULL;NULL
Resting;2024-05-13 11:34:31.3027;41051;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;0.4648;0.4648;28.5400;21.4600;50.0000;FALSE;NULL;NULL
Resting;2024-05-13 11:34:45.3084;44287;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;0.8513;0.8513;28.5400;21.4600;50.0000;FALSE;NULL;NULL
Resting;2024-05-13 11:34:59.3155;47493;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;0.3471;0.7834;28.5400;21.4600;50.0000;FALSE;NULL;NULL
MotorImagery;2024-05-13 11:35:10.4716;50080;7d20822455c75e5bb755ca3830fc477f;anonymous;ReceivingData;0.8229;NULL;NULL;NULL;NULL;NULL;10;(0.844 0.828 0.823 0.713 0.796 0.833 0.843 0.851 )
SuccessfulHit;2024-05-13 11:35:10.4726;50080;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;0.8284;0.8513;NULL;NULL;NULL;FALSE;NULL;NULL
Resting;2024-05-13 11:35:13.3711;50745;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;0.2795;0.8513;28.5400;21.4600;50.0000;TRUE;NULL;NULL
MotorImagery;2024-05-13 11:35:24.2718;53229;7d20822455c75e5bb755ca3830fc477f;anonymous;ReceivingData;0.7324;NULL;NULL;NULL;NULL;NULL;11;(0.713 0.739 0.786 0.791 0.752 0.750 0.723 0.732 )
SuccessfulHit;2024-05-13 11:35:24.2718;53229;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;0.7228;0.7908;NULL;NULL;NULL;TRUE;NULL;NULL
MotorImagery;2024-05-13 11:35:25.4066;53486;7d20822455c75e5bb755ca3830fc477f;anonymous;ReceivingData;0.7722;NULL;NULL;NULL;NULL;NULL;12;(0.755 0.784 0.788 0.789 0.795 0.796 0.766 0.772 )
SuccessfulHit;2024-05-13 11:35:25.4076;53486;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;0.7659;0.7956;NULL;NULL;NULL;TRUE;NULL;NULL
Resting;2024-05-13 11:35:27.4320;53944;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;0.5536;0.8245;7.2575;42.7425;50.0000;TRUE;NULL;NULL
GameStopped;2024-05-13 11:35:36.2637;55943;7d20822455c75e5bb755ca3830fc477f;anonymous;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
