Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;MaxConfidence;DamageDone;HealthRemaining;TotalHealth;InputNumber;BCIThresholdBuffer
Resting;2024-05-13 12:21:01.6470;26164;ebffb02ead5ed8ba3a9bb34870e4eeec;anonymous;NULL;0.3777;0.0000;0.5991;1.0009;1.6000;NULL;NULL
MotorImagery;2024-05-13 12:21:12.6399;28785;ebffb02ead5ed8ba3a9bb34870e4eeec;anonymous;ReceivingData;0.7324;NULL;NULL;NULL;NULL;1;(0.713 0.739 0.786 0.791 0.752 0.750 0.723 0.732 )
MotorImagery;2024-05-13 12:21:13.7820;29051;ebffb02ead5ed8ba3a9bb34870e4eeec;anonymous;ReceivingData;0.7722;NULL;NULL;NULL;NULL;2;(0.755 0.784 0.788 0.789 0.795 0.796 0.766 0.772 )
Resting;2024-05-13 12:21:15.7014;29502;ebffb02ead5ed8ba3a9bb34870e4eeec;anonymous;NULL;0.8265;0.0000;0.1726;1.4274;1.6000;NULL;NULL
MotorImagery;2024-05-13 12:21:15.7702;29519;ebffb02ead5ed8ba3a9bb34870e4eeec;anonymous;ReceivingData;0.8289;NULL;NULL;NULL;NULL;3;(0.825 0.820 0.804 0.819 0.827 0.829 0.724 0.754 )
Resting;2024-05-13 12:21:29.7568;32805;ebffb02ead5ed8ba3a9bb34870e4eeec;anonymous;NULL;0.8284;0.0000;1.6000;0.0000;1.6000;NULL;NULL
MotorImagery;2024-05-13 12:21:40.5473;35355;ebffb02ead5ed8ba3a9bb34870e4eeec;anonymous;ReceivingData;0.8003;NULL;NULL;NULL;NULL;4;(0.759 0.781 0.784 0.800 0.705 0.726 0.734 0.745 )
MotorImagery;2024-05-13 12:21:41.6850;35614;ebffb02ead5ed8ba3a9bb34870e4eeec;anonymous;ReceivingData;0.8914;NULL;NULL;NULL;NULL;5;(0.876 0.867 0.874 0.891 0.797 0.803 0.832 0.837 )
MotorImagery;2024-05-13 12:21:42.8215;35873;ebffb02ead5ed8ba3a9bb34870e4eeec;anonymous;ReceivingData;0.8595;NULL;NULL;NULL;NULL;6;(0.888 0.886 0.884 0.860 0.903 0.897 0.907 0.892 )
Resting;2024-05-13 12:21:43.8145;36104;ebffb02ead5ed8ba3a9bb34870e4eeec;anonymous;NULL;0.7791;0.0000;1.0931;0.5069;1.6000;NULL;NULL
Resting;2024-05-13 12:21:57.8769;39411;ebffb02ead5ed8ba3a9bb34870e4eeec;anonymous;NULL;0.5188;0.5188;0.7670;0.8330;1.6000;NULL;NULL
MotorImagery;2024-05-13 12:22:10.6856;42420;ebffb02ead5ed8ba3a9bb34870e4eeec;anonymous;ReceivingData;0.7235;NULL;NULL;NULL;NULL;7;(0.731 0.752 0.758 0.740 0.738 0.740 0.724 0.726 )
MotorImagery;2024-05-13 12:22:11.8198;42676;ebffb02ead5ed8ba3a9bb34870e4eeec;anonymous;ReceivingData;0.8078;NULL;NULL;NULL;NULL;8;(0.747 0.770 0.780 0.809 0.830 0.818 0.808 0.736 )
Resting;2024-05-13 12:22:11.9341;42702;ebffb02ead5ed8ba3a9bb34870e4eeec;anonymous;NULL;0.8078;0.0000;0.3375;1.2625;1.6000;NULL;NULL
Resting;2024-05-13 12:22:25.9931;45999;ebffb02ead5ed8ba3a9bb34870e4eeec;anonymous;NULL;0.3017;0.0000;0.0409;1.5591;1.6000;NULL;NULL
MotorImagery;2024-05-13 12:22:36.4780;48475;ebffb02ead5ed8ba3a9bb34870e4eeec;anonymous;ReceivingData;0.8003;NULL;NULL;NULL;NULL;9;(0.759 0.781 0.784 0.800 0.705 0.726 0.734 0.745 )
MotorImagery;2024-05-13 12:22:37.6208;48735;ebffb02ead5ed8ba3a9bb34870e4eeec;anonymous;ReceivingData;0.8914;NULL;NULL;NULL;NULL;10;(0.876 0.867 0.874 0.891 0.797 0.803 0.832 0.837 )
MotorImagery;2024-05-13 12:22:38.7555;48997;ebffb02ead5ed8ba3a9bb34870e4eeec;anonymous;ReceivingData;0.8595;NULL;NULL;NULL;NULL;11;(0.888 0.886 0.884 0.860 0.903 0.897 0.907 0.892 )
GameStopped;2024-05-13 12:22:47.5226;51077;ebffb02ead5ed8ba3a9bb34870e4eeec;anonymous;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
