Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;MaxConfidence;DamageDone;HealthRemaining;TotalHealth;InputNumber;BCIThresholdBuffer
Resting;2024-05-08 12:15:32.7133;34745;8321e86d0d53877449a8b9906890f20b;anonymous;NULL;0.8670;0.0000;1.6000;0.0000;1.6000;NULL;NULL
Resting;2024-05-08 12:15:46.7685;38428;8321e86d0d53877449a8b9906890f20b;anonymous;NULL;0.4648;0.0000;1.5352;0.0648;1.6000;NULL;NULL
MotorImagery;2024-05-08 12:16:00.3704;41868;8321e86d0d53877449a8b9906890f20b;anonymous;ReceivingData;0.8557;NULL;NULL;NULL;NULL;12;(0.801 0.833 0.829 0.856 0.858 0.856 0.736 0.783 )
Resting;2024-05-08 12:16:00.8310;41976;8321e86d0d53877449a8b9906890f20b;anonymous;NULL;0.8603;0.8603;1.0768;0.5232;1.6000;NULL;NULL
Resting;2024-05-08 12:16:14.8921;45503;8321e86d0d53877449a8b9906890f20b;anonymous;NULL;0.4429;0.4429;0.9593;0.6407;1.6000;NULL;NULL
MotorImagery;2024-05-08 12:16:24.9268;48149;8321e86d0d53877449a8b9906890f20b;anonymous;ReceivingData;0.8003;NULL;NULL;NULL;NULL;13;(0.759 0.781 0.784 0.800 0.705 0.726 0.734 0.745 )
MotorImagery;2024-05-08 12:16:26.0626;48434;8321e86d0d53877449a8b9906890f20b;anonymous;ReceivingData;0.8914;NULL;NULL;NULL;NULL;14;(0.876 0.867 0.874 0.891 0.797 0.803 0.832 0.837 )
Resting;2024-05-08 12:16:28.9504;49195;8321e86d0d53877449a8b9906890f20b;anonymous;NULL;0.9069;0.0000;0.4524;1.1476;1.6000;NULL;NULL
MotorImagery;2024-05-08 12:16:38.9659;51810;8321e86d0d53877449a8b9906890f20b;anonymous;ReceivingData;0.8003;NULL;NULL;NULL;NULL;15;(0.759 0.781 0.784 0.800 0.705 0.726 0.734 0.745 )
Resting;2024-05-08 12:16:43.0122;52854;8321e86d0d53877449a8b9906890f20b;anonymous;NULL;0.8373;0.0000;0.0151;1.5849;1.6000;NULL;NULL
GameStopped;2024-05-08 12:17:03.1413;58166;8321e86d0d53877449a8b9906890f20b;anonymous;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
